"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Produits";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2023-06";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.56";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.51";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.54";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.43";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.37";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.64";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.45";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.47";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.55";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.16";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.44";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.52";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.52";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.56";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.41";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Maïs surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834544";"6.53";"3.39";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.30";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.56";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.68";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.43";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.76";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.83";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.74";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.73";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.69";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.56";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.74";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.67";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.62";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.73";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.60";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.74";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.81";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.79";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.82";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.67";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Mélange de légumes surgelé, 750 grammes";"Dollars";"81";"unités";"0";"v1353834545";"6.54";"3.61";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.27";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.45";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.59";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.38";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.51";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.49";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.48";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.59";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.46";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.35";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.57";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.46";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.45";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.59";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.24";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.48";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.53";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.54";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.57";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.43";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Petits pois surgelés, 750 grammes";"Dollars";"81";"unités";"0";"v1353834546";"6.55";"3.41";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.77";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.61";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.78";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.77";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.63";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.78";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.89";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.93";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.61";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.87";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.65";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.69";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.67";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.58";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.63";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.58";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.96";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.84";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.69";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.72";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Pizza surgelé, 390 grammes";"Dollars";"81";"unités";"0";"v1458870113";"6.87";"4.54";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.94";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"2.18";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"2.18";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"2.17";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"2.12";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.94";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.98";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"2.01";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"2.19";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.91";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"2.03";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.87";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.78";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.89";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.84";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.92";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.97";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.93";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.90";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.90";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Épinard surgelé, 300 grammes";"Dollars";"81";"unités";"0";"v1458870114";"6.88";"1.85";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.25";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.33";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.25";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.21";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.12";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.73";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.24";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.14";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.89";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"5.03";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.56";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.81";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.96";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.75";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.68";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.65";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.89";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.73";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.68";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.69";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Fraises surgelé, 600 grammes";"Dollars";"81";"unités";"0";"v1458870115";"6.89";"4.72";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.07";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.02";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.14";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.12";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.15";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.09";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.09";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.05";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.01";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.08";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.04";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.11";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.03";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.06";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.03";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.01";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"2.93";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.01";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.05";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.00";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Pain blanc, 675 grammes";"Dollars";"81";"unités";"0";"v1353834547";"6.56";"3.05";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.67";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.80";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.63";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.79";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.75";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.90";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"4.01";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.84";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.91";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.76";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.66";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.88";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.24";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.12";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.05";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.10";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.33";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.31";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.30";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.26";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Pain sans levain et pita, 500 grammes";"Dollars";"81";"unités";"0";"v1458870112";"6.90";"3.31";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.91";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.95";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.91";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.92";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.89";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.88";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.94";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.94";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.84";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Craquelins et pain croustillant, 200 grammes";"Dollars";"81";"unités";"0";"v1458870110";"6.91";"2.68";"";"";"";"2"
